CFL_OldOneYear,0.239,0.649
CFL_OldOneYear,0.242,0.644
CFL_OldOneYear,0.237,0.646
CFL_OldOneYear,0.237,0.645
CFL_OldOneYear,0.236,0.648
CFL_OldOneYear,0.238,0.645
CFL_OldOneYear,0.238,0.647
CFL_OldOneYear,0.238,0.65
CFL_OldOneYear,0.245,0.638
CFL_OldOneYear,0.245,0.632
CFL_OldOneYear,0.243,0.633
CFL_OldOneYear,0.24,0.639
CFL_OldOneYear,0.239,0.641
CFL_OldOneYear,0.236,0.648
CFL_OldOneYear,0.237,0.645
CFL_OldOneYear,0.237,0.649
CFL_OldOneYear,0.238,0.65
CFL_OldOneYear,0.245,0.633
CFL_OldOneYear,0.245,0.632
CFL_OldOneYear,0.238,0.642
CFL_OldOneYear,0.235,0.652
CFL_OldOneYear,0.235,0.652
CFL_OldOneYear,0.242,0.64
CFL_OldOneYear,0.24,0.64
CFL_OldOneYear,0.237,0.643
CFL_OldOneYear,0.236,0.645
CFL_OldOneYear,0.24,0.639
CFL_OldOneYear,0.24,0.642
CFL_OldOneYear,0.238,0.648
CFL_OldOneYear,0.242,0.641
CFL_OldOneYear,0.244,0.635
CFL_OldOneYear,0.247,0.626
CFL_OldOneYear,0.242,0.637
CFL_OldOneYear,0.24,0.64
CFL_OldOneYear,0.239,0.645
CFL_OldOneYear,0.239,0.641
CFL_OldOneYear,0.238,0.641
CFL_OldOneYear,0.239,0.64
CFL_OldOneYear,0.235,0.649
CFL_OldOneYear,0.236,0.648
CFL_OldOneYear,0.237,0.647
CFL_OldOneYear,0.24,0.639
CFL_OldOneYear,0.242,0.632
CFL_OldOneYear,0.244,0.631
CFL_OldOneYear,0.242,0.631
CFL_OldOneYear,0.241,0.637
CFL_OldOneYear,0.24,0.644
CFL_OldOneYear,0.238,0.647
CFL_OldOneYear,0.236,0.652
CFL_OldOneYear,0.237,0.648
CFL_OldOneYear,0.235,0.651
CFL_OldOneYear,0.235,0.648
CFL_OldOneYear,0.236,0.645
CFL_OldOneYear,0.234,0.644
CFL_OldOneYear,0.234,0.645
CFL_OldOneYear,0.239,0.642
CFL_OldOneYear,0.243,0.636
CFL_OldOneYear,0.239,0.644
CFL_OldOneYear,0.236,0.651
CFL_OldOneYear,0.238,0.643
CFL_OldOneYear,0.242,0.636
CFL_OldOneYear,0.239,0.647
CFL_OldOneYear,0.238,0.641
CFL_OldOneYear,0.239,0.637
CFL_OldOneYear,0.24,0.636
CFL_OldOneYear,0.242,0.634
CFL_OldOneYear,0.246,0.627
CFL_OldOneYear,0.241,0.639
CFL_OldOneYear,0.237,0.65
CFL_OldOneYear,0.235,0.652
CFL_OldOneYear,0.235,0.648
CFL_OldOneYear,0.238,0.642
CFL_OldOneYear,0.239,0.641
CFL_OldOneYear,0.24,0.641
CFL_OldOneYear,0.241,0.641
CFL_OldOneYear,0.237,0.649
CFL_OldOneYear,0.235,0.648
CFL_OldOneYear,0.234,0.649
CFL_OldOneYear,0.234,0.65
CFL_OldOneYear,0.24,0.642
CFL_OldOneYear,0.24,0.644
CFL_OldOneYear,0.236,0.653
CFL_OldOneYear,0.24,0.643
CFL_OldOneYear,0.239,0.645
CFL_OldOneYear,0.239,0.646
CFL_OldOneYear,0.239,0.646
CFL_OldOneYear,0.239,0.645
CFL_OldOneYear,0.241,0.638
CFL_OldOneYear,0.241,0.636
CFL_OldOneYear,0.237,0.65
CFL_OldOneYear,0.234,0.656
CFL_OldOneYear,0.238,0.641
CFL_OldOneYear,0.234,0.652
CFL_OldOneYear,0.235,0.653
CFL_OldOneYear,0.237,0.65
CFL_OldOneYear,0.242,0.639
CFL_OldOneYear,0.244,0.634
CFL_OldOneYear,0.243,0.637
CFL_OldOneYear,0.246,0.631
CFL_OldOneYear,0.245,0.634
CFL_OldOneYear,0.24,0.641
CFL_OldOneYear,0.239,0.646
CFL_OldOneYear,0.237,0.649
CFL_OldOneYear,0.236,0.649
CFL_OldOneYear,0.239,0.64
CFL_OldOneYear,0.238,0.641
CFL_OldOneYear,0.234,0.651
CFL_OldOneYear,0.235,0.646
CFL_OldOneYear,0.234,0.647
CFL_OldOneYear,0.234,0.647
CFL_OldOneYear,0.234,0.643
CFL_OldOneYear,0.234,0.644
CFL_OldOneYear,0.234,0.651
CFL_OldOneYear,0.235,0.649
CFL_OldOneYear,0.235,0.649
CFL_OldOneYear,0.238,0.639
CFL_OldOneYear,0.234,0.65
CFL_OldOneYear,0.234,0.652
CFL_OldOneYear,0.236,0.648
CFL_OldOneYear,0.235,0.648
CFL_OldOneYear,0.236,0.644
CFL_OldOneYear,0.236,0.644
CFL_OldOneYear,0.234,0.646
CFL_OldOneYear,0.234,0.651
CFL_OldOneYear,0.234,0.651
CFL_OldOneYear,0.237,0.648
CFL_OldOneYear,0.24,0.641
CFL_OldOneYear,0.242,0.64
CFL_OldOneYear,0.241,0.633
CFL_OldOneYear,0.238,0.64
CFL_OldOneYear,0.237,0.642
CFL_OldOneYear,0.238,0.637
CFL_OldOneYear,0.238,0.64
CFL_OldOneYear,0.235,0.653
CFL_OldOneYear,0.235,0.652
CFL_OldOneYear,0.238,0.644
CFL_OldOneYear,0.244,0.63
CFL_OldOneYear,0.237,0.643
CFL_OldOneYear,0.234,0.649
CFL_OldOneYear,0.234,0.645
CFL_OldOneYear,0.234,0.644
CFL_OldOneYear,0.234,0.647
CFL_OldOneYear,0.236,0.647
CFL_OldOneYear,0.241,0.637
CFL_OldOneYear,0.245,0.631
CFL_OldOneYear,0.24,0.642
CFL_OldOneYear,0.237,0.652
CFL_OldOneYear,0.235,0.655
CFL_OldOneYear,0.235,0.648
CFL_OldOneYear,0.235,0.642
CFL_OldOneYear,0.237,0.64
CFL_OldOneYear,0.241,0.639
CFL_OldOneYear,0.239,0.644
CFL_OldOneYear,0.235,0.65
CFL_OldOneYear,0.235,0.645
CFL_OldOneYear,0.237,0.64
CFL_OldOneYear,0.238,0.642
CFL_OldOneYear,0.242,0.638
CFL_OldOneYear,0.24,0.647
CFL_OldOneYear,0.236,0.657
CFL_OldOneYear,0.235,0.652
CFL_OldOneYear,0.239,0.643
CFL_OldOneYear,0.238,0.642
CFL_OldOneYear,0.235,0.648
CFL_OldOneYear,0.238,0.643
CFL_OldOneYear,0.239,0.641
CFL_OldOneYear,0.24,0.637
CFL_OldOneYear,0.243,0.632
CFL_OldOneYear,0.243,0.63
CFL_OldOneYear,0.243,0.627
CFL_OldOneYear,0.242,0.634
CFL_OldOneYear,0.242,0.635
CFL_OldOneYear,0.244,0.636
CFL_OldOneYear,0.244,0.636
CFL_OldOneYear,0.243,0.637
CFL_OldOneYear,0.24,0.647
CFL_OldOneYear,0.237,0.653
CFL_OldOneYear,0.235,0.652
CFL_OldOneYear,0.236,0.651
CFL_OldOneYear,0.235,0.647
CFL_OldOneYear,0.236,0.648
CFL_OldOneYear,0.24,0.644
CFL_OldOneYear,0.245,0.635
CFL_OldOneYear,0.242,0.643
CFL_OldOneYear,0.238,0.652
CFL_OldOneYear,0.236,0.651
CFL_OldOneYear,0.237,0.649
CFL_OldOneYear,0.238,0.643
CFL_OldOneYear,0.244,0.633
CFL_OldOneYear,0.247,0.63
CFL_OldOneYear,0.241,0.641
CFL_OldOneYear,0.238,0.646
CFL_OldOneYear,0.237,0.644
CFL_OldOneYear,0.239,0.641
CFL_OldOneYear,0.239,0.641
CFL_OldOneYear,0.24,0.64
CFL_OldOneYear,0.241,0.641
CFL_OldOneYear,0.242,0.636
CFL_OldOneYear,0.239,0.644
CFL_OldOneYear,0.238,0.646
CFL_OldOneYear,0.235,0.654
CFL_OldOneYear,0.235,0.653
CFL_OldOneYear,0.238,0.646
CFL_OldOneYear,0.235,0.649
CFL_OldOneYear,0.236,0.65
CFL_OldOneYear,0.237,0.648
CFL_OldOneYear,0.242,0.638
CFL_OldOneYear,0.245,0.635
CFL_OldOneYear,0.24,0.643
CFL_OldOneYear,0.238,0.65
CFL_OldOneYear,0.237,0.649
CFL_OldOneYear,0.238,0.646
CFL_OldOneYear,0.236,0.649
CFL_OldOneYear,0.236,0.65
CFL_OldOneYear,0.241,0.638
CFL_OldOneYear,0.24,0.638
CFL_OldOneYear,0.237,0.649
CFL_OldOneYear,0.235,0.657
CFL_OldOneYear,0.238,0.647
CFL_OldOneYear,0.238,0.644
CFL_OldOneYear,0.237,0.648
CFL_OldOneYear,0.239,0.638
CFL_OldOneYear,0.243,0.631
CFL_OldOneYear,0.242,0.635
CFL_OldOneYear,0.241,0.639
CFL_OldOneYear,0.239,0.642
CFL_OldOneYear,0.239,0.642
CFL_OldOneYear,0.234,0.646
CFL_OldOneYear,0.234,0.646
CFL_OldOneYear,0.235,0.643
CFL_OldOneYear,0.235,0.646
CFL_OldOneYear,0.235,0.646
CFL_OldOneYear,0.236,0.65
CFL_OldOneYear,0.235,0.648
CFL_OldOneYear,0.234,0.647
CFL_OldOneYear,0.235,0.645
CFL_OldOneYear,0.238,0.639
CFL_OldOneYear,0.238,0.64
CFL_OldOneYear,0.236,0.644
CFL_OldOneYear,0.235,0.649
CFL_OldOneYear,0.235,0.648
CFL_OldOneYear,0.239,0.641
CFL_OldOneYear,0.237,0.644
CFL_OldOneYear,0.237,0.642
CFL_OldOneYear,0.237,0.644
CFL_OldOneYear,0.24,0.642
CFL_OldOneYear,0.237,0.648
CFL_OldOneYear,0.24,0.642
CFL_OldOneYear,0.238,0.643
CFL_OldOneYear,0.237,0.648
CFL_OldOneYear,0.235,0.648
CFL_OldOneYear,0.239,0.639
CFL_OldOneYear,0.241,0.639
CFL_OldOneYear,0.242,0.641
CFL_OldOneYear,0.239,0.646
CFL_OldOneYear,0.235,0.653
CFL_OldOneYear,0.235,0.651
CFL_OldOneYear,0.236,0.644
CFL_OldOneYear,0.236,0.645
CFL_OldOneYear,0.236,0.644
CFL_OldOneYear,0.237,0.644
CFL_OldOneYear,0.237,0.645
CFL_OldOneYear,0.237,0.648
CFL_OldOneYear,0.236,0.647
CFL_OldOneYear,0.236,0.645
CFL_OldOneYear,0.24,0.642
CFL_OldOneYear,0.236,0.652
CFL_OldOneYear,0.239,0.647
CFL_OldOneYear,0.242,0.641
CFL_OldOneYear,0.238,0.644
CFL_OldOneYear,0.236,0.649
CFL_OldOneYear,0.24,0.642
CFL_OldOneYear,0.237,0.651
CFL_OldOneYear,0.237,0.652
CFL_OldOneYear,0.237,0.648
CFL_OldOneYear,0.24,0.646
CFL_OldOneYear,0.24,0.646
CFL_OldOneYear,0.238,0.65
CFL_OldOneYear,0.237,0.65
CFL_OldOneYear,0.237,0.653
CFL_OldOneYear,0.237,0.649
CFL_OldOneYear,0.241,0.64
CFL_OldOneYear,0.237,0.647
CFL_OldOneYear,0.238,0.645
CFL_OldOneYear,0.242,0.641
CFL_OldOneYear,0.241,0.639
CFL_OldOneYear,0.236,0.647
CFL_OldOneYear,0.236,0.646
CFL_OldOneYear,0.24,0.64
CFL_OldOneYear,0.241,0.64
CFL_OldOneYear,0.237,0.646
CFL_OldOneYear,0.237,0.649
CFL_OldOneYear,0.237,0.649
CFL_OldOneYear,0.238,0.654
CFL_OldOneYear,0.237,0.655
CFL_OldOneYear,0.237,0.652
CFL_OldOneYear,0.238,0.65
CFL_OldOneYear,0.24,0.644
CFL_OldOneYear,0.241,0.642
CFL_OldOneYear,0.238,0.645
CFL_OldOneYear,0.237,0.646
CFL_OldOneYear,0.237,0.647
CFL_OldOneYear,0.237,0.646
CFL_OldOneYear,0.237,0.646
