CFL_Now,0.26,0.654
CFL_Now,0.263,0.651
CFL_Now,0.263,0.644
CFL_Now,0.263,0.647
CFL_Now,0.264,0.645
CFL_Now,0.268,0.639
CFL_Now,0.269,0.637
CFL_Now,0.263,0.649
CFL_Now,0.268,0.64
CFL_Now,0.269,0.639
CFL_Now,0.264,0.647
CFL_Now,0.265,0.65
CFL_Now,0.265,0.651
CFL_Now,0.266,0.647
CFL_Now,0.263,0.657
CFL_Now,0.264,0.654
CFL_Now,0.265,0.653
CFL_Now,0.265,0.646
CFL_Now,0.265,0.645
CFL_Now,0.263,0.645
CFL_Now,0.262,0.647
CFL_Now,0.261,0.647
CFL_Now,0.26,0.651
CFL_Now,0.259,0.653
CFL_Now,0.26,0.65
CFL_Now,0.26,0.649
CFL_Now,0.26,0.645
CFL_Now,0.26,0.647
CFL_Now,0.26,0.646
CFL_Now,0.257,0.647
CFL_Now,0.258,0.643
CFL_Now,0.262,0.633
CFL_Now,0.264,0.633
CFL_Now,0.261,0.629
CFL_Now,0.258,0.633
CFL_Now,0.257,0.638
CFL_Now,0.253,0.641
CFL_Now,0.252,0.643
CFL_Now,0.251,0.647
CFL_Now,0.251,0.647
CFL_Now,0.252,0.645
CFL_Now,0.253,0.645
CFL_Now,0.254,0.641
CFL_Now,0.257,0.64
CFL_Now,0.258,0.635
CFL_Now,0.259,0.628
CFL_Now,0.258,0.629
CFL_Now,0.257,0.632
CFL_Now,0.252,0.639
CFL_Now,0.253,0.636
CFL_Now,0.247,0.644
CFL_Now,0.248,0.642
CFL_Now,0.254,0.634
CFL_Now,0.251,0.637
CFL_Now,0.248,0.64
CFL_Now,0.248,0.64
CFL_Now,0.249,0.643
CFL_Now,0.247,0.646
CFL_Now,0.246,0.644
CFL_Now,0.247,0.64
CFL_Now,0.248,0.639
CFL_Now,0.249,0.637
CFL_Now,0.253,0.629
CFL_Now,0.257,0.622
CFL_Now,0.256,0.624
CFL_Now,0.252,0.632
CFL_Now,0.249,0.632
CFL_Now,0.246,0.638
CFL_Now,0.246,0.638
CFL_Now,0.245,0.634
CFL_Now,0.244,0.637
CFL_Now,0.245,0.64
CFL_Now,0.243,0.644
CFL_Now,0.243,0.644
CFL_Now,0.242,0.644
CFL_Now,0.241,0.648
CFL_Now,0.242,0.647
CFL_Now,0.242,0.643
CFL_Now,0.242,0.651
CFL_Now,0.242,0.649
CFL_Now,0.242,0.641
CFL_Now,0.242,0.642
CFL_Now,0.247,0.634
CFL_Now,0.249,0.632
CFL_Now,0.244,0.643
CFL_Now,0.244,0.635
CFL_Now,0.245,0.633
CFL_Now,0.243,0.641
CFL_Now,0.241,0.646
CFL_Now,0.242,0.639
CFL_Now,0.249,0.627
CFL_Now,0.246,0.637
CFL_Now,0.241,0.645
CFL_Now,0.241,0.644
CFL_Now,0.24,0.643
CFL_Now,0.24,0.643
CFL_Now,0.244,0.633
CFL_Now,0.24,0.64
CFL_Now,0.24,0.641
CFL_Now,0.24,0.642
CFL_Now,0.24,0.638
CFL_Now,0.241,0.639
CFL_Now,0.241,0.641
